name,longitude,latitude,transport_modes
Cernier,6.9051800049,47.05704152803,TRAIN
Cery-Fleur-de-Lys,6.60501000535,46.54457999735,TRAIN
Cham,8.45750476373,47.17824387741,TRAIN
Cham Alpenblick,8.47146327537,47.18228240397,TRAIN
Chambrelien,6.81225676542,46.96710900772,TRAIN
Chamby,6.91350000304,46.4491800024,TRAIN
Chamby-Musée,6.91240458301,46.45382169941,TRAIN
Chambésy,6.1473043207,46.24094485508,TRAIN
Chamoson-St-Pierre-de-Clages,7.24109904693,46.18883638075,TRAIN
Champ-du-Moulin,6.77498896578,46.95991175631,TRAIN
Champéry,6.87148999808,46.17494999414,TRAIN
Champéry-Village,6.87483999802,46.18147999948,TRAIN
Chantemerle-près-Blonay,6.90654000193,46.4616499964,TRAIN
Chardonney-Château,6.43256000327,46.53470000022,TRAIN
Charrat-Fully,7.12647659794,46.12681287936,TRAIN
Chaulin-Cornaux,6.90952405539,46.45689384345,TRAIN
Chavornay,6.56816324702,46.71008452939,TRAIN
Chemex,6.93004999397,46.24361999513,TRAIN
Chernex,6.91008000638,46.44591999611,TRAIN
Cheseaux,6.60595999991,46.5843499999,TRAIN
Chexbres-Village,6.77853779056,46.48105723604,TRAIN
Cheyres,6.7863937067,46.81694583079,TRAIN
Chez-le-Maître-Ecoles,6.22215117049,46.59946064788,TRAIN
Chiasso,9.03144956231,45.83216802637,TRAIN
Chigny,6.47225000121,46.5160199935,TRAIN
Chur,9.52893773304,46.85308416276,TRAIN
Chur Altstadt,9.5317301563,46.84741598326,TRAIN
Chur West,9.51477582634,46.85039607429,TRAIN
Chur Wiesental,9.5314575124,46.86191091459,TRAIN
Château-d'Hauteville,6.86529000427,46.46846999966,TRAIN
Château-d'Oex,7.13140999894,46.47466999392,TRAIN
Château-d'Oex La Palaz,7.14383437141,46.4758999464,TRAIN
Château-de-Blonay,6.89174999729,46.46834999771,TRAIN
Châteauneuf-Conthey,7.30510219999,46.21610868974,TRAIN
Châtel-St-Denis,6.89579575561,46.52780591641,TRAIN
Châtelard VD,6.90113999575,46.44677999986,TRAIN
Châtillens,6.81548152013,46.57053302432,TRAIN
Chénens,7.00042964473,46.74921078897,TRAIN
Chêne-Bourg,6.19733346412,46.196600169,TRAIN
Cinuos-chel-Brail,10.02167100951,46.63776189108,TRAIN
Clarens,6.89577993661,46.44273829901,TRAIN
Clies,6.85490999677,46.46776000191,TRAIN
Col-de-Bretaye,7.07360999384,46.32192999944,TRAIN
Col-de-Soud,7.06954000076,46.3049400011,TRAIN
Collombey,6.94875636846,46.27119293074,TRAIN
Collombey-Village,6.94596008085,46.26932044852,TRAIN
Colombier NE,6.84886974332,46.9676523895,TRAIN
Colombier NE Allées Littorail,6.86950855573,46.96806812903,TRAIN
Colombier NE Les Chézards,6.86380194542,46.96076580933,TRAIN
Colombier NE Littorail,6.86541904665,46.96587081705,TRAIN
Combe-Tabeillon,7.15786601539,47.31355953846,TRAIN
Concise,6.72315740917,46.85088154377,TRAIN
Coppet,6.18782738095,46.31739357075,TRAIN
Corbier,6.95143999583,46.27217999936,TRAIN
Corcapolo,8.67583019935,46.16876936438,TRAIN
Corcelles BE,7.45046312033,47.28566541465,TRAIN
Corcelles-Nord,6.96029447415,46.83526211171,TRAIN
Corcelles-Peseux,6.88381355417,46.98335097242,TRAIN
Corcelles-Sud,6.95719217694,46.8288473733,TRAIN
Corgémont,7.14466145967,47.19339876796,TRAIN
Cormoret,7.05412356821,47.17294709932,TRAIN
Cornaux NE,7.02336566239,47.03857203126,TRAIN
Corseaux-Cornalles,6.82478080292,46.47045139364,TRAIN
Cortébert,7.10730920432,47.18933714818,TRAIN
Cossonay-Penthalaz,6.52368916814,46.60601008529,TRAIN
Cottens FR,7.03479432111,46.75121262863,TRAIN
Courchavon,7.05764595582,47.4397743973,TRAIN
Courfaivre,7.29116574222,47.33508312532,TRAIN
Courgenay,7.12420504386,47.40522617646,TRAIN
Court,7.34210987773,47.24060091564,TRAIN
Courtelary,7.06880326998,47.17563154331,TRAIN
Courtemaîche,7.05538017512,47.45586918374,TRAIN
Courtepin,7.12270999353,46.86711999649,TRAIN
Courtételle,7.31794276824,47.34282900859,TRAIN
Cousset,6.97749113071,46.81860488055,TRAIN
Couvet,6.63529804831,46.92295854581,TRAIN
Cressier FR,7.14971999811,46.90017999743,TRAIN
Cressier NE,7.03953207221,47.05195280516,TRAIN
Creux-de-Genthod,6.16131231072,46.26376775842,TRAIN
Croix-du-Nant,6.92745000391,46.23966999844,TRAIN
Croy-Romainmôtier,6.47811626855,46.6967123186,TRAIN
Crémines,7.43547730929,47.2856083347,TRAIN
Crémines-Zoo,7.45678379841,47.27241981705,TRAIN
Cugy FR,6.88916458987,46.81602827918,TRAIN
Cully,6.72715146685,46.48856179169,TRAIN
Dachsen,8.61382274063,47.66709049852,TRAIN
Dagmersellen,7.97902592247,47.21755794081,TRAIN
Dallenwil,8.39196255118,46.93378065669,TRAIN
Davos Dorf,9.84210999784,46.80972000043,TRAIN
Davos Frauenkirch,9.79924999382,46.76659999694,TRAIN
Davos Glaris,9.77992999436,46.7455699991,TRAIN
Davos Kongress/Eisstadion,9.83365080274,46.79934284942,TRAIN
Davos Laret,9.87339430204,46.84819593641,TRAIN
Davos Monstein,9.76000999675,46.71591000206,TRAIN
Davos Platz,9.82073000458,46.79146999372,TRAIN
Davos Wiesen,9.71584000191,46.6954899978,TRAIN
Davos Wolfgang,9.85454999332,46.83195999557,TRAIN
Degersheim,9.20011957075,47.37257810175,TRAIN
Deisswil,7.51326853887,46.95822821577,TRAIN
Deitingen,7.61891302482,47.21822579771,TRAIN
Delémont,7.3500633234,47.36201270009,TRAIN
Denges-Echandens,6.54050548188,46.52912709915,TRAIN
Dielsdorf,8.45944375321,47.48242050549,TRAIN
Dieni,8.74286499978,46.66993163349,TRAIN
Diepflingen,7.83771739368,47.44956050787,TRAIN
Diesbach-Betschwanden,9.02437338188,46.94618080685,TRAIN
Diessenhofen,8.75229939789,47.68546822382,TRAIN
Dietfurt,9.07832028969,47.34455188311,TRAIN
Dietikon,8.40498818789,47.40578380657,TRAIN
Dietikon Schöneggstrasse,8.40098815848,47.40196130914,TRAIN
Dietikon Stoffelbach,8.39895722047,47.39332505843,TRAIN
Dietlikon,8.61927640456,47.42020206401,TRAIN
Dinhard,8.75298088739,47.55334514795,TRAIN
Disentis/Mustér,8.85519153356,46.70507945464,TRAIN
Distelberg,8.04936488719,47.37599554567,TRAIN
Domat/Ems,9.45316000305,46.83313999876,TRAIN
Domat/Ems Werk,9.43038999637,46.8286399943,TRAIN
Domdidier,7.01138257529,46.86851205897,TRAIN
Dompierre FR,6.98536880348,46.85440276234,TRAIN
Dornach Apfelsee,7.6089264839,47.47684632654,TRAIN
Dornach-Arlesheim,7.61111894185,47.48861983603,TRAIN
Dottikon-Dintikon,8.23471026607,47.37364655616,TRAIN
Dotzigen,7.33775428544,47.11867176922,TRAIN
Duggingen,7.60346073631,47.45344485945,TRAIN
Dulliken,7.94650133116,47.35427613722,TRAIN
Däniken SO,7.97877134475,47.35639008753,TRAIN
Därligen,7.81473735358,46.65976435156,TRAIN
Därstetten,7.4956915095,46.65871875618,TRAIN
Döttingen,8.25636467328,47.57526982038,TRAIN
Dübendorf,8.62342174423,47.40008035995,TRAIN
Düdingen,7.18975321001,46.85105245534,TRAIN
Dürrenroth,7.79201345149,47.09130562207,TRAIN
Ebikon,8.34235825617,47.08426271808,TRAIN
Ebligen,7.99003698893,46.75262416275,TRAIN
Ebnat-Kappel,9.12098748225,47.26366641071,TRAIN
Echallens,6.63254000187,46.63950999623,TRAIN
Eclépens,6.55242112332,46.65719065799,TRAIN
Ecublens-Rue,6.81105498124,46.61043023974,TRAIN
Effretikon,8.68667914444,47.42581205991,TRAIN
Egerkingen,7.79896647346,47.31486483592,TRAIN
Egg,8.68955533869,47.30155003508,TRAIN
Eggerberg,7.88103271919,46.30654629812,TRAIN
Eglisau,8.51655801586,47.572374547,TRAIN
Egnach,9.3830174841,47.54399130383,TRAIN
Ei im Emmental,7.75589197933,47.02762122778,TRAIN
Eifeld,7.64227313036,46.68386875529,TRAIN
Eigerwand,8.00361250011,46.58132221202,TRAIN
Eiken,7.98979755315,47.5330442737,TRAIN
Einsiedeln,8.74447774656,47.12858171887,TRAIN
Eismeer,8.01017144979,46.57233865556,TRAIN
Elgg,8.86341158621,47.49852908813,TRAIN
Embrach-Rorbas,8.58706884873,47.52059024023,TRAIN
Emmat,8.7018300056,47.29237999569,TRAIN
Emmenbrücke,8.28256536801,47.07060149967,TRAIN
Emmenbrücke Gersag,8.27682007954,47.07831417825,TRAIN
Emmenbrücke Kapf,8.27319059247,47.09090997877,TRAIN
Emmenmatt,7.74729483357,46.94815408466,TRAIN
En Charnet,6.88701000512,46.19701999568,TRAIN
Enge im Simmental,7.41762444441,46.64753323787,TRAIN
Engelberg,8.40250740909,46.81952045957,TRAIN
Ennenda,9.07719380509,47.03295954319,TRAIN
Enney,7.08523999577,46.5654000009,TRAIN
Entlebuch,8.06236432888,46.99369335592,TRAIN
Ependes VD,6.60766187443,46.74641611111,TRAIN
Epesses,6.74516603412,46.48932879519,TRAIN
Erdmannlistein,8.31262093326,47.34936784429,TRAIN
Erlen,9.22620198059,47.55146027649,TRAIN
Erlenbach ZH,8.59152235725,47.30579195922,TRAIN
Erlenbach im Simmental,7.55523519614,46.65909177832,TRAIN
Ermatingen,9.08567252782,47.66999916787,TRAIN
Ermensee,8.24231442358,47.22969061575,TRAIN
Erstfeld,8.65045464023,46.82033940886,TRAIN
Eschenbach LU,8.3227907318,47.13239599983,TRAIN
Eschenz,8.87656172053,47.64541208382,TRAIN
Eschlikon TG,8.95853620191,47.46149105903,TRAIN
Escholzmatt,7.93637795766,46.91534823139,TRAIN
Essert-Pittet,6.58065581845,46.72767332068,TRAIN
Essert-sous-Champvent,6.58015642214,46.79535565453,TRAIN
Esslingen,8.70969000096,47.28786000185,TRAIN
Estavayer-le-Lac,6.84296723341,46.84449884868,TRAIN
Etagnières,6.61303000584,46.6000599964,TRAIN
Etiez,7.160582137,46.08294816376,TRAIN
Etoy,6.42713535556,46.47517274137,TRAIN
Ettenhausen-Emmetschloo,8.83431470875,47.32481882827,TRAIN
Etzwilen,8.81861734532,47.66114467977,TRAIN
Evionnaz,7.02551815271,46.16925438008,TRAIN
Ewil Maxon,8.21859636876,46.86068774986,TRAIN
Exergillod,7.0384800042,46.33710999799,TRAIN
Eyholz,7.91630428018,46.29678056686,TRAIN
Faido,8.79071010682,46.48307550406,TRAIN
Faoug,7.07454622978,46.90831034782,TRAIN
Faulensee,7.69791491525,46.673755484,TRAIN
Fayaux,6.90763000585,46.46997999961,TRAIN
Fayot,6.89950999534,46.21205999831,TRAIN
Fehraltorf,8.75028811504,47.3851228052,TRAIN
Felben-Wellhausen,8.9431748232,47.57710212729,TRAIN
Feldbach,8.78349776635,47.23920356137,TRAIN
Feldbrunnen,7.5558600001,47.22066000112,TRAIN
Felsberg,9.48128043727,46.84309940562,TRAIN
Ferenbalm-Gurbrü,7.21886733914,46.95405649714,TRAIN
Feuerthalen,8.64596842886,47.69216947827,TRAIN
Fey,6.68508000127,46.67431999616,TRAIN
Fideris,9.73376000172,46.92237000212,TRAIN
Fiesch,8.1341917528,46.40628476913,TRAIN
Fiesch Feriendorf,8.13077222768,46.39732521518,TRAIN
Filisur,9.68228999603,46.67532999684,TRAIN
Finhaut,6.97613107,46.08240442029,TRAIN
Fischenthal,8.92329588574,47.33330268754,TRAIN
Flamatt,7.31957081153,46.88849135728,TRAIN
Flamatt Dorf,7.31052000648,46.88990000217,TRAIN
Flawil,9.18978559141,47.41518938374,TRAIN
Flendruz,7.18607000478,46.4820899946,TRAIN
Fleurier,6.58131693222,46.90476157461,TRAIN
Flumenthal,7.5966800031,47.23915999537,TRAIN
Flums,9.34792924789,47.09661665326,TRAIN
Flüelen,8.62430265309,46.90173016546,TRAIN
Fontanivent,6.90232999358,46.45272999776,TRAIN
Fontannaz-Seulaz,7.05584999704,46.26759999975,TRAIN
Fontanney,6.98229999955,46.3183199945,TRAIN
Forch,8.64796999397,47.32534000249,TRAIN
Foyer Dents-du-Midi,7.02984000592,46.25638999965,TRAIN
Fraubrunnen,7.52221594389,47.08658155126,TRAIN
Frauenfeld,8.89655967341,47.55816340457,TRAIN
Frauenfeld Marktplatz,8.89872734757,47.55420159415,TRAIN
Freienbach SBB,8.75621859973,47.20731070802,TRAIN
Freienbach SOB,8.75939896054,47.20420368646,TRAIN
Frenkendorf-Füllinsdorf,7.71911053155,47.50146999108,TRAIN
Fribourg/Freiburg,7.15104688334,46.80314817218,TRAIN
